deepitem,qid,choice,answer,dectime,shrunkenbeta,shrunkendelta,numb,ipaddress,,,roughorder,nomath,byhand,head,calculator,spreadsheet,otherapp,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q90_2,Q90_3,Q90_4,Q90_5,Q90_6,Q90_7,Q90_8,Q90_1,Q126_1,Q126_2,satisfaction,confidence,effort,percentconf1,percentconf2,imp_namelook,imp_intro,imp_period,imp_stdint,imp_annual,Q113,Q115,Q117,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q116,Q118,Q120,Q154,Q129,Q131,Q135,Q137,Q139_3,Q141_1,Q145,Q147,Q149,Q151,unusual,unusualtext,Q179,Q177,Q169,Q173,LocationLatitude,LocationLongitude,starttime,endtime,beta,dailyrate,annualfactor,new_beta,r02,new_annualfactor
1,0,1,2,11.556,1.058589,0,865,99.203.90.96,99.203.90.96,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":11.556},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.13},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.881},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":5.09},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":5.021},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":0,""answer"":1,""responseTime"":5.719},{""id"":655364,""beta"":0.9438885,""discountRate"":0.009831006,""choice"":1,""answer"":2,""responseTime"":6.144},{""id"":663556,""beta"":0.9850831,""discountRate"":0.01030481,""choice"":1,""answer"":2,""responseTime"":6.781},{""id"":667652,""beta"":0.9761394999999999,""discountRate"":0.008876731,""choice"":0,""answer"":1,""responseTime"":4.799},{""id"":667653,""beta"":0.9274353999999999,""discountRate"":0.008587084,""choice"":0,""answer"":1,""responseTime"":8.704},{""id"":667654,""beta"":0.9372344,""discountRate"":0.009906293,""choice"":1,""answer"":2,""responseTime"":8.07},{""id"":668166,""beta"":0.9625258,""discountRate"":0.01023981,""choice"":0,""answer"":1,""responseTime"":9.946},{""id"":668167,""beta"":0.9792416,""discountRate"":0.011182170000000002}]",73,1,0,0,0,0,0,4,6,3,5,4,2,6,6,5,3,6,4,3,5,6,4,13,12,4,3,4,7,6,5,12,2,42,39,500,100,0.1,6,5,6,9,5,5,6,6,5,4,10,10,5,1,1,2,5,8,2,6,5,2,3,2,NA,2,2,2,5,29.742203,-95.490303,43600.35422,43600.364,0.964338869,0.010464222,0.044510009,0.964732886,0.009734773,0.045120615
1,0,1,2,1.722,1.058589,0,877,155.94.243.10,155.94.243.10,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":1.722},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.975},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.141},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":0.98},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":0.632},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":0,""answer"":1,""responseTime"":0.698},{""id"":720899,""beta"":0.9347612,""discountRate"":0.005225410000000001,""choice"":0,""answer"":1,""responseTime"":0.991},{""id"":720900,""beta"":0.8520279,""discountRate"":0.004694948,""choice"":0,""answer"":1,""responseTime"":2.244},{""id"":720901,""beta"":0.7990147999999999,""discountRate"":0.004150582999999999,""choice"":1,""answer"":2,""responseTime"":0.782},{""id"":722949,""beta"":0.7983986,""discountRate"":0.003487227,""choice"":0,""answer"":1,""responseTime"":0.726},{""id"":722950,""beta"":0.7649508,""discountRate"":0.003071354,""choice"":0,""answer"":1,""responseTime"":1.591},{""id"":722951,""beta"":0.7425475,""discountRate"":0.002779896,""choice"":0,""answer"":1,""responseTime"":0.764},{""id"":722952,""beta"":0.7312883,""discountRate"":0.003437031}]",74,0,1,0,0,0,0,6,7,5,6,6,7,6,7,5,6,6,6,5,7,7,4,14,12,6,5,6,6,6,15,11,24,35,15,100,10,100,1,1,1,7,1,1,4,1,1,1,8,7,5,1,1,1,4,6,3,6,3,2,3,2,NA,2,2,2,0,32.813705,-96.870399,43600.36049,43600.365,0.732550318,0.004373174,0.345628573,0.728663588,0.004226968,0.278111816
1,0,1,2,2.764,1.058589,0,889,104.176.6.160,104.176.6.160,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":2.764},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.885},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.247},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":1.962},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":2.881},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":1,""answer"":2,""responseTime"":3.068},{""id"":770049,""beta"":1.3271870000000001,""discountRate"":0.004239921,""choice"":0,""answer"":1,""responseTime"":2.406},{""id"":770050,""beta"":1.311579,""discountRate"":0.0045933929999999994,""choice"":0,""answer"":1,""responseTime"":2.244},{""id"":770051,""beta"":1.1506189999999998,""discountRate"":0.0037606009999999997,""choice"":0,""answer"":1,""responseTime"":3.588},{""id"":770052,""beta"":1.156168,""discountRate"":0.004056906,""choice"":0,""answer"":1,""responseTime"":2.744},{""id"":770053,""beta"":1.095825,""discountRate"":0.0037266879999999997,""choice"":0,""answer"":1,""responseTime"":3.005},{""id"":770054,""beta"":1.100615,""discountRate"":0.003948404,""choice"":0,""answer"":1,""responseTime"":2.621},{""id"":770055,""beta"":1.063291,""discountRate"":0.0037483629999999998}]",75,0,0,0,1,0,0,4,5,3,5,3,2,4,2,5,6,5,3,5,5,6,5,14,14,6,5,3,10,10,0,16,10,62,12,500,10,0.1,4,4,4,8,1,1,4,6,1,1,7,7,6,1,1,1,5,8,3,5,3,4,3,2,NA,2,2,2,1000,38.068497,-122.1614,43600.35998,43600.365,0.99092592,0.001680416,0.612630734,1.035392909,0.002613725,0.442920816
1,0,1,2,10.222,1.058589,0,901,108.62.5.80,108.62.5.80,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":10.222},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.309},{""id"":786432,""beta"":1.582166,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.35},{""id"":786433,""beta"":0.9940593,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.262},{""id"":786434,""beta"":0.9393092,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.767},{""id"":786435,""beta"":0.9062325,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.704},{""id"":786436,""beta"":0.8820481,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.398},{""id"":786437,""beta"":0.8634191,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.118},{""id"":786438,""beta"":0.8477049000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.542},{""id"":786439,""beta"":0.8340056,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.655},{""id"":786440,""beta"":0.8227517,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.43},{""id"":786441,""beta"":0.7815892999999999,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.654},{""id"":786442,""beta"":0.7526753999999999,""discountRate"":0}]",76,0,0,0,1,0,0,6,6,7,6,7,6,5,5,6,6,5,7,6,7,5,6,12,13,5,5,5,7,9,12,16,17,22,33,1000,100,1000,4,1,1,7,1,1,1,1,1,4,4,7,1,1,1,1,4,5,2,6,3,2,1,2,NA,1,1,2,5,33.673096,-111.9461,43600.35743,43600.365,0.722756333,0.004081189,0.446014126,0.762819859,0.001849963,0.568419503
1,0,1,2,5.71,1.058589,0,913,71.229.87.207,71.229.87.207,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.71},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.575},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.623},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.608},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":2.936},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.327},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.224},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":3.431},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":2.872},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":3.695},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":2.287},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":3.439},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",77,0,0,0,1,0,0,6,7,5,7,5,5,7,7,6,5,7,3,7,7,3,5,14,14,5,6,4,10,5,0,33,18,44,5,500,10,0.01,4,4,4,8,5,5,5,6,5,6,10,10,7,1,2,1,4,5,2,6,3,4,3,2,NA,2,2,2,1000,32.077301,-81.090103,43600.35919,43600.365,0.98734442,0.003039149,0.35736016,0.984355505,0.003319804,0.326812868
1,0,0,1,3.82,0.6703449,0.05,925,24.127.53.29,24.127.53.29,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":3.82},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":2.255},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":2.783},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.324},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.084},{""id"":229378,""beta"":0.2480317,""discountRate"":0.0003850234,""choice"":1,""answer"":2,""responseTime"":1.902},{""id"":245762,""beta"":0.32652169999999997,""discountRate"":0.003896742,""choice"":0,""answer"":1,""responseTime"":3.655},{""id"":245763,""beta"":0.3755963,""discountRate"":0.01058893,""choice"":0,""answer"":1,""responseTime"":2.169},{""id"":245764,""beta"":0.32005459999999997,""discountRate"":0.009302952,""choice"":1,""answer"":2,""responseTime"":1.786},{""id"":247812,""beta"":0.3171724,""discountRate"":0.006226183999999999,""choice"":1,""answer"":2,""responseTime"":2.128},{""id"":248836,""beta"":0.35684230000000006,""discountRate"":0.007249099,""choice"":1,""answer"":2,""responseTime"":2.074},{""id"":249348,""beta"":0.35410620000000004,""discountRate"":0.004774902,""choice"":1,""answer"":2,""responseTime"":1.75},{""id"":249604,""beta"":0.38269970000000003,""discountRate"":0.005495893999999999}]",78,0,0,1,0,0,0,2,6,2,4,6,3,2,5,5,2,6,1,3,6,2,3,13,13,5,4,5,9,9,0,0,0,80,20,500,10,0.01,4,4,4,8,1,1,4,6,1,1,10,7,6,1,1,1,4,3,3,5,3,4,3,2,NA,2,2,2,500,42.244003,-83.582298,43600.35726,43600.365,0.696415514,0.006339605,0.260505354,0.643647416,0.003710579,0.311478625
1,0,1,2,8.109,1.058589,0,937,98.223.27.64,98.223.27.64,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.109},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.04},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.884},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":3.231},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.761},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.637},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.616},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":4.488},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.054},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":3.039},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.576},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.879},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",79,0,0,0,0,1,0,5,5,3,5,3,3,3,3,3,3,3,3,3,3,5,5,14,8,3,6,6,10,10,0,21,33,41,5,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,4,3,4,5,3,4,3,2,NA,2,2,2,25000,41.751694,-88.241402,43600.35829,43600.366,0.987411913,0.001584554,0.589280618,0.995133016,0.001892923,0.51027631
1,0,1,2,2.655,1.058589,0,949,24.213.184.142,24.213.184.142,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":2.655},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.211},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.506},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":1.368},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":1.984},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":1,""answer"":2,""responseTime"":1.204},{""id"":770049,""beta"":1.3271870000000001,""discountRate"":0.004239921,""choice"":0,""answer"":1,""responseTime"":1.694},{""id"":770050,""beta"":1.311579,""discountRate"":0.0045933929999999994,""choice"":0,""answer"":1,""responseTime"":1.5},{""id"":770051,""beta"":1.1506189999999998,""discountRate"":0.0037606009999999997,""choice"":0,""answer"":1,""responseTime"":1.209},{""id"":770052,""beta"":1.156168,""discountRate"":0.004056906,""choice"":0,""answer"":1,""responseTime"":1.923},{""id"":770053,""beta"":1.095825,""discountRate"":0.0037266879999999997,""choice"":0,""answer"":1,""responseTime"":1.882},{""id"":770054,""beta"":1.100615,""discountRate"":0.003948404,""choice"":0,""answer"":1,""responseTime"":1.194},{""id"":770055,""beta"":1.063291,""discountRate"":0.0037483629999999998}]",80,0,0,1,0,0,0,5,5,3,5,4,4,2,4,4,5,3,5,4,4,4,5,11,11,2,4,4,5,4,1,28,19,0,52,500,10,0.01,4,4,4,8,5,5,4,1,4,1,9,10,1,1,1,1,5,8,11,5,5,4,3,2,NA,2,2,2,100,43.026794,-76.014503,43600.36424,43600.366,0.989503112,0.001769531,0.611118595,1.007853881,0.002094149,0.484179055
1,0,1,2,5.415,1.058589,0,961,96.57.141.26,96.57.141.26,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.415},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.959},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.775},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":4.328},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":3.256},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":2.648},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":1,""answer"":2,""responseTime"":4.406},{""id"":679939,""beta"":0.9814872,""discountRate"":0.006759908,""choice"":1,""answer"":2,""responseTime"":3.511},{""id"":684035,""beta"":0.9815459,""discountRate"":0.0053348119999999995,""choice"":1,""answer"":2,""responseTime"":2.727},{""id"":686083,""beta"":1.007468,""discountRate"":0.005507735,""choice"":1,""answer"":2,""responseTime"":1.767},{""id"":687107,""beta"":1.026151,""discountRate"":0.0056287260000000006,""choice"":1,""answer"":2,""responseTime"":1.344},{""id"":687619,""beta"":1.04054,""discountRate"":0.0057199009999999995,""choice"":1,""answer"":2,""responseTime"":3.4},{""id"":687875,""beta"":1.052118,""discountRate"":0.005791927}]",81,0,0,1,0,0,0,5,5,5,5,5,5,5,5,7,7,7,5,7,3,5,7,12,12,4,5,5,6,9,5,29,15,29,22,500,10,1,6,4,4,8,1,1,5,5,1,1,7,10,4,1,1,1,4,2,11,6,5,1,3,2,NA,2,2,2,50,40.883499,-74.214401,43600.36153,43600.366,0.989606806,0.004250985,0.294608073,1.045566976,0.004859745,0.230329569
1,0,1,2,5.273,1.058589,0,973,165.225.38.77,165.225.38.77,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.273},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.064},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.66},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.784},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.829},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.303},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.037},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":2.528},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":2.285},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":0,""answer"":1,""responseTime"":2.214},{""id"":747524,""beta"":0.9232467999999999,""discountRate"":0.002893431,""choice"":1,""answer"":2,""responseTime"":2.703},{""id"":748036,""beta"":0.9424722999999999,""discountRate"":0.0031370729999999998,""choice"":0,""answer"":1,""responseTime"":1.874},{""id"":748037,""beta"":0.9481934,""discountRate"":0.0040063170000000006}]",82,0,0,1,0,0,0,5,6,2,6,2,2,5,3,6,2,5,3,5,5,6,6,12,9,4,2,5,4,3,0,19,27,52,2,300,10,10,5,1,5,9,4,1,4,1,4,1,7,7,7,1,1,1,4,4,6,6,3,4,3,2,NA,2,2,2,15000,40.733994,-74.071198,43600.36374,43600.366,0.965530204,0.003916151,0.300932033,0.926327989,0.003747263,0.282095628
1,0,1,2,5.054,1.058589,0,985,208.90.176.104,208.90.176.104,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.054},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.163},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.583},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.354},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":5.399},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.519},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.43},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":5.415},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.957},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":3.209},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":2.659},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":4.143},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",83,0,0,1,0,0,0,4,4,2,2,4,2,2,2,5,3,5,4,3,5,4,4,11,11,5,4,5,10,10,0,8,0,32,60,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,5,8,4,5,3,4,3,2,NA,2,2,2,300,33.007294,-111.9324,43600.36053,43600.367,0.986188543,0.003094125,0.355456256,0.989871729,0.002828995,0.371926221
1,0,1,2,2.679,1.058589,0,997,209.55.85.113,209.55.85.113,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":2.679},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.246},{""id"":786432,""beta"":1.582166,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.647},{""id"":917504,""beta"":1.634374,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.088},{""id"":917505,""beta"":1.8648770000000001,""discountRate"":0.0069890099999999995,""choice"":0,""answer"":1,""responseTime"":1.911},{""id"":917506,""beta"":1.001352,""discountRate"":0.00009725018,""choice"":0,""answer"":1,""responseTime"":1.664},{""id"":917507,""beta"":0.9607185,""discountRate"":0.000006457748,""choice"":0,""answer"":1,""responseTime"":1.872},{""id"":917508,""beta"":0.9366353999999999,""discountRate"":9.99995e-7,""choice"":1,""answer"":2,""responseTime"":2.11},{""id"":921604,""beta"":1.017762,""discountRate"":0.0009227506,""choice"":0,""answer"":1,""responseTime"":1.67},{""id"":921605,""beta"":1.037007,""discountRate"":0.001547116,""choice"":1,""answer"":2,""responseTime"":2.197},{""id"":922629,""beta"":1.0852389999999998,""discountRate"":0.002052116,""choice"":0,""answer"":1,""responseTime"":1.912},{""id"":922630,""beta"":1.10063,""discountRate"":0.002521255,""choice"":1,""answer"":2,""responseTime"":2.447},{""id"":922886,""beta"":1.105659,""discountRate"":0.0025879419999999998}]",84,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,10,6,6,6,7,9,8,0,0,78,14,497,10,10,4,4,4,4,1,1,5,6,1,4,7,7,4,1,1,1,5,8,3,5,3,4,1,2,NA,2,2,2,1000,33.6595,-97.362396,43600.36382,43600.367,0.989700629,0.001879241,0.624125552,1.041381901,0.00348861,0.334631169
1,0,1,2,4.197,1.058589,0,1009,38.68.203.27,38.68.203.27,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.197},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.583},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.471},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":4.288},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.831},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.47},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.759},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":48.193},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.439},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.182},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.551},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.046},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",85,0,0,0,0,1,0,5,7,4,6,1,2,7,3,6,6,7,4,7,7,4,6,14,14,6,5,6,10,10,0,17,14,67,2,500,10,0.1,4,4,4,8,1,1,4,5,1,1,7,7,4,1,1,1,5,8,5,5,3,4,3,2,NA,2,2,2,5000,37.751007,-97.821999,43600.35679,43600.368,0.985908305,0.001631389,0.584008495,0.99508057,0.002244311,0.456574306
1,0,1,2,3.646,1.058589,0,1021,73.237.88.24,73.237.88.24,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.646},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.356},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.242},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.102},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.185},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.256},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":2.589},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":0,""answer"":1,""responseTime"":3.317},{""id"":737284,""beta"":0.8303126,""discountRate"":0.0016411000000000002,""choice"":1,""answer"":2,""responseTime"":2.132},{""id"":739332,""beta"":0.8767039,""discountRate"":0.002207189,""choice"":1,""answer"":2,""responseTime"":1.773},{""id"":740356,""beta"":0.9054093,""discountRate"":0.00253871,""choice"":0,""answer"":1,""responseTime"":2.218},{""id"":740357,""beta"":0.9093033,""discountRate"":0.003476579,""choice"":1,""answer"":2,""responseTime"":1.537},{""id"":740613,""beta"":0.9289459,""discountRate"":0.003677811}]",86,1,0,0,0,0,0,6,6,6,7,5,5,5,5,6,7,5,3,5,6,5,6,12,11,3,3,5,7,6,0,12,7,65,16,500,10,10,6,5,4,8,1,5,6,5,1,1,10,7,4,1,2,1,5,8,5,5,3,4,3,2,NA,2,2,2,50,34.041397,-84.505302,43600.36524,43600.368,0.961599578,0.003817391,0.323614583,0.937561294,0.003108802,0.348240798
